haafez_self,vjobs_self,applied_out_fl,driving_fl,interviewed_out_fl,employed_now_out_fl,outside_objective,outside_guess,outside_others_fl,min_wage_fl_per,children,outside_others_fl2,interview_sched_out_fl,matched,session,outside_self,semiseg_self,mwage_self,outside_others,semiseg_others,mwage_others,employed_wife,employed_now,education,age,secondary,num_knows_per,num_mfs_per,signed_up_number,outside_wedge,condition2,outside_confidence,employed_3mos_out_fl
1,1,0,1,0,0,26.08695652173913,29,30,1,5,1,0,1,11,1,1,1,28,25,17,1,1,5,20,1,0.16666666666666666,0.9666666666666667,0,2.913043478260871,0,5,0
1,1,0,0,0,0,26.08695652173913,15,0,0.5,2,0,0,1,11,1,1,1,14,14,9,1,1,6,23,1,0.16666666666666666,0.9666666666666667,1,-11.086956521739129,0,4,0
1,1,0,0,0,0,26.08695652173913,17,2,0.4,1,0.06666666666666667,0,1,11,0,1,1,17,10,6,0,1,5,26,1,0.9666666666666667,0.6666666666666666,0,-9.086956521739129,0,3,0
0,1,0,1,0,0,26.08695652173913,11,25,0.4,8,0.8333333333333334,0,1,11,0,0,0,11,17,16,1,1,7,23,1,0.3333333333333333,0.9666666666666667,1,-15.086956521739129,1,3,0
1,1,0,1,0,0,26.08695652173913,19,30,0.6666666666666666,1,1,0,1,11,1,1,1,18,18,18,0,1,6,26,1,0.16666666666666666,0.16666666666666666,0,-7.086956521739129,1,5,0
1,1,0,1,0,0,26.08695652173913,30,30,0.8333333333333334,0,1,0,1,11,1,1,1,29,19,20,1,1,5,22,1,0.16666666666666666,0.9666666666666667,1,3.913043478260871,1,3,0
0,0,0,0,0,0,26.08695652173913,21,10,0.5,11,0.3333333333333333,0,1,11,0,0,0,21,23,15,1,0,1,15,0,0.9666666666666667,0.9666666666666667,0,-5.086956521739129,1,3,0
0,1,0,1,0,0,26.08695652173913,17,15,0,1,0.5,0,1,11,1,1,0,16,28,26,0,1,6,26,1,0.16666666666666666,0.9666666666666667,0,-9.086956521739129,0,3,0
0,1,0,1,0,0,26.08695652173913,21,20,0.1,2,0.6666666666666666,0,1,11,1,1,1,20,16,16,1,1,6,23,1,0.6666666666666666,0.6666666666666666,0,-5.086956521739129,0,4,0
1,0,0,1,0,0,24.82758620689655,20,15,0.23333333333333334,3,0.5,0,1,11,1,1,1,19,9,13,0,1,6,28,1,0.16666666666666666,0.9666666666666667,0,-4.827586206896552,0,3,0
1,1,0,1,0,0,24.82758620689655,13,30,0,0,1,0,1,11,1,1,1,12,20,5,1,1,6,24,1,0.16666666666666666,0.16666666666666666,1,-11.827586206896552,1,4,0
1,1,0,1,0,0,24.82758620689655,11,5,0,2,0.16666666666666666,0,1,11,1,1,1,10,10,11,1,1,3,19,1,0.6666666666666666,0.3333333333333333,0,-13.827586206896552,0,2,0
1,1,0,0,0,0,24.82758620689655,7,0,0.4,2,0,0,1,11,1,1,1,6,18,4,0,1,5,25,1,0.16666666666666666,0.9666666666666667,0,-17.82758620689655,0,5,0
0,1,0,1,0,0,24.82758620689655,22,30,0.16666666666666666,1,1,0,1,11,1,1,0,21,29,10,0,1,5,22,1,0.6666666666666666,0.3333333333333333,0,-2.8275862068965516,0,4,0
1,0,0,1,0,0,24.82758620689655,19,15,0.23333333333333334,3,0.5,0,1,12,1,1,1,18,17,16,1,1,6,26,1,0,0.16666666666666666,1,-5.827586206896552,1,4,0
1,1,0,0,0,0,24.82758620689655,21,15,0.9,8,0.5,0,1,12,1,1,1,20,24,27,0,1,6,29,1,0.6666666666666666,0.16666666666666666,0,-3.8275862068965516,0,3,0
1,1,0,1,0,0,24.82758620689655,9,30,0,3,1,0,1,12,1,1,1,8,5,13,0,1,5,20,1,0,0.16666666666666666,0,-15.827586206896552,1,2,0
1,1,0,1,0,0,24.82758620689655,28,25,0.8333333333333334,1,0.8333333333333334,0,1,12,1,1,1,27,19,17,1,1,6,27,1,0.16666666666666666,0.16666666666666666,1,3.1724137931034484,0,5,0
1,1,0,0,0,0,24.82758620689655,30,20,1,0,0.6666666666666666,0,1,12,1,1,1,29,29,29,1,1,5,27,1,0,0,0,5.172413793103448,0,5,0
1,1,0,0,0,0,24.82758620689655,30,20,0.6666666666666666,2,0.6666666666666666,0,1,12,1,1,1,29,29,29,1,1,7,31,1,0.9666666666666667,0.5,0,5.172413793103448,1,5,0
0,0,0,0,0,0,24.82758620689655,0,5,0.16666666666666666,0,0.16666666666666666,0,1,12,0,0,0,0,0,0,0,0,2,16,0,0,0,0,-24.82758620689655,1,1,0
1,1,0,1,0,0,24.82758620689655,24,29,0.5,4,0.9666666666666667,0,1,12,1,1,1,23,17,21,1,1,6,32,1,0.3333333333333333,0.16666666666666666,1,-0.8275862068965516,1,3,0
1,1,0,1,0,0,24.82758620689655,26,20,0.6666666666666666,4,0.6666666666666666,0,1,12,1,1,0,25,18,14,1,1,6,32,1,0.3333333333333333,0.16666666666666666,0,1.1724137931034484,1,5,0
0,1,1,1,1,1,24.82758620689655,14,15,0.6666666666666666,4,0.5,0,1,12,0,1,0,14,20,3,0,1,5,25,1,0.5,0.3333333333333333,0,-10.827586206896552,1,4,0
1,0,1,0,0,0,24.82758620689655,3,2,0.16666666666666666,2,0.06666666666666667,0,1,12,0,0,0,3,1,2,0,1,6,27,1,0,0.16666666666666666,0,-21.82758620689655,0,1,0
1,1,0,1,0,0,24.82758620689655,27,20,0.8333333333333334,2,0.6666666666666666,0,1,12,1,1,1,26,26,26,1,1,6,25,1,0.9666666666666667,0.9666666666666667,0,2.1724137931034484,1,4,0
1,0,0,1,0,0,24.82758620689655,14,10,0.6666666666666666,11,0.3333333333333333,0,1,12,0,0,0,14,14,17,1,1,9,12,1,0.6666666666666666,0.8333333333333334,0,-10.827586206896552,0,3,0
1,1,0,0,0,0,24.82758620689655,29,15,0,3,0.5,0,1,12,1,1,1,28,27,26,1,1,7,35,1,0,0.16666666666666666,0,4.172413793103448,1,4,0
1,0,1,0,0,0,24.82758620689655,11,10,0,1,0.3333333333333333,0,1,12,1,1,0,10,16,19,0,1,5,28,1,0.16666666666666666,0.16666666666666666,0,-13.827586206896552,1,3,0
1,1,0,0,0,0,24.82758620689655,30,10,0,1,0.3333333333333333,0,1,12,1,1,1,29,29,18,1,1,6,23,1,0,0,0,5.172413793103448,0,5,0
1,1,0,1,0,0,24.82758620689655,11,15,0.3333333333333333,2,0.5,0,1,12,1,1,1,10,6,13,1,1,6,28,1,0.3333333333333333,0.16666666666666666,1,-13.827586206896552,0,2,0
1,0,0,1,0,0,24.82758620689655,30,25,0.5,3,0.8333333333333334,0,1,12,1,1,1,29,18,29,1,1,7,30,1,0.8333333333333334,0.3333333333333333,0,5.172413793103448,1,5,0
1,1,0,1,0,1,24.82758620689655,26,25,0.6666666666666666,2,0.8333333333333334,0,1,12,1,1,1,25,29,29,1,1,6,25,1,0.3333333333333333,0.3333333333333333,0,1.1724137931034484,1,5,1
1,1,0,1,0,0,24.82758620689655,30,10,0.26666666666666666,4,0.3333333333333333,0,1,12,1,1,1,29,29,29,1,1,5,25,1,0.16666666666666666,0.5,0,5.172413793103448,0,5,0
1,1,1,1,1,1,24.82758620689655,12,10,0.16666666666666666,0,0.3333333333333333,0,1,12,1,1,1,11,4,5,1,1,6,25,1,0.3333333333333333,0.16666666666666666,1,-12.827586206896552,1,2,0
1,0,0,0,0,0,24.82758620689655,7,3,0.5,2,0.1,0,1,12,0,1,0,7,5,10,0,1,5,27,1,0.16666666666666666,0,0,-17.82758620689655,0,3,0
1,1,0,1,0,1,24.82758620689655,30,7,0.3333333333333333,2,0.23333333333333334,0,1,12,1,1,1,29,29,29,1,1,6,20,1,0.16666666666666666,0.9666666666666667,0,5.172413793103448,0,5,1
1,1,0,0,0,0,24.82758620689655,11,10,0.9,0,0.3333333333333333,0,1,12,1,1,1,10,29,4,1,1,6,25,1,0.16666666666666666,0,1,-13.827586206896552,0,4,0
1,1,0,1,0,0,23.4375,9,10,0,4,0.3333333333333333,0,1,12,0,1,1,9,7,15,1,1,6,29,1,0.16666666666666666,0.9666666666666667,0,-14.4375,0,2,0
1,1,0,0,0,0,23.4375,26,10,0.8333333333333334,2,0.3333333333333333,0,1,12,1,1,1,25,25,25,1,1,6,26,1,0.9666666666666667,0.3333333333333333,0,2.5625,1,5,0
1,1,0,1,0,0,23.4375,20,10,1,0,0.3333333333333333,0,1,13,1,1,1,19,25,29,0,0,6,27,1,0.5,0.16666666666666666,0,-3.4375,0,5,0
1,1,1,0,0,0,23.4375,30,15,0.6666666666666666,1,0.5,0,1,13,1,1,1,29,29,29,1,1,6,25,1,0.9666666666666667,0.3333333333333333,1,6.5625,1,5,0
1,1,0,1,0,0,23.4375,30,15,0.8333333333333334,0,0.5,0,1,13,1,1,1,29,29,29,1,1,6,23,1,0.6666666666666666,0,0,6.5625,0,5,0
1,1,0,0,0,0,23.4375,16,10,0.5,2,0.3333333333333333,0,1,13,1,1,1,15,9,10,1,1,6,27,1,0,0,0,-7.4375,0,3,0
1,0,0,1,0,0,23.4375,2,10,0.8333333333333334,1,0.3333333333333333,0,1,13,0,1,0,2,23,0,0,1,5,21,1,0.8333333333333334,0.16666666666666666,1,-21.4375,1,4,0
1,1,0,1,0,0,23.4375,30,6,0.36666666666666664,1,0.2,0,1,13,1,1,1,29,29,0,1,1,5,20,1,0.3333333333333333,0.16666666666666666,0,6.5625,0,5,0
1,1,0,1,0,0,23.4375,10,10,0.8333333333333334,1,0.3333333333333333,0,1,13,1,1,1,9,9,5,1,1,5,26,1,0.16666666666666666,0.9666666666666667,0,-13.4375,0,2,0
1,1,0,0,0,0,23.4375,21,5,0.16666666666666666,1,0.16666666666666666,0,1,13,1,1,1,20,29,26,0,1,6,27,1,0,0.16666666666666666,1,-2.4375,0,4,0
1,1,0,1,0,1,23.4375,14,10,0.3333333333333333,4,0.3333333333333333,0,1,13,1,1,1,13,11,15,1,1,6,21,1,0,0.16666666666666666,0,-9.4375,1,3,1
1,1,0,1,0,0,23.4375,14,8,0.3333333333333333,1,0.26666666666666666,0,1,13,1,1,1,13,20,10,0,0,5,22,1,0.3333333333333333,0.16666666666666666,1,-9.4375,0,3,0
1,1,0,1,0,1,23.4375,15,14,0.7333333333333333,1,0.4666666666666667,0,1,13,1,1,1,14,14,10,1,1,6,20,1,0.16666666666666666,0.9666666666666667,0,-8.4375,1,3,1
1,1,0,1,0,0,23.4375,15,25,0.4,0,0.8333333333333334,0,1,13,1,1,0,14,11,15,1,1,6,23,1,0.8333333333333334,0.8333333333333334,0,-8.4375,1,4,0
1,1,0,1,0,0,23.4375,2,25,0.16666666666666666,2,0.8333333333333334,0,1,13,0,1,1,2,9,6,0,0,5,22,1,0.16666666666666666,0.3333333333333333,0,-21.4375,1,2,0
1,1,0,0,0,0,23.4375,11,25,0.16666666666666666,2,0.8333333333333334,0,1,13,1,1,1,10,10,10,1,1,5,22,1,0.16666666666666666,0.9666666666666667,1,-12.4375,1,5,0
1,0,1,1,0,0,23.4375,25,14,0.3,0,0.4666666666666667,0,1,13,0,1,0,25,20,16,0,0,5,20,1,0,0.3333333333333333,0,1.5625,0,5,0
1,1,0,1,0,0,23.4375,21,15,0.06666666666666667,3,0.5,0,1,13,1,1,1,20,6,26,0,1,6,20,1,0.16666666666666666,0,1,-2.4375,1,2,0
1,1,0,0,0,0,23.4375,4,5,0.3333333333333333,4,0.16666666666666666,0,1,13,1,1,1,3,29,0,1,1,7,33,1,0,0.16666666666666666,1,-19.4375,0,2,0
1,1,0,1,0,0,23.4375,19,30,0.26666666666666666,2,1,0,1,13,1,1,1,18,18,17,1,1,6,24,1,0.16666666666666666,0.16666666666666666,0,-4.4375,0,3,0
1,1,0,1,0,0,23.4375,15,25,0.6666666666666666,6,0.8333333333333334,0,1,13,1,1,0,14,20,25,1,1,7,33,1,0.9666666666666667,0.16666666666666666,0,-8.4375,1,3,0
1,1,0,1,0,0,23.4375,21,20,0.16666666666666666,4,0.6666666666666666,0,1,13,1,1,1,20,14,12,1,1,6,21,1,0.16666666666666666,0.16666666666666666,1,-2.4375,1,3,0
1,0,0,1,0,0,23.4375,4,10,0.5,3,0.3333333333333333,0,1,13,1,1,0,3,5,3,1,0,6,20,1,0.16666666666666666,0.16666666666666666,0,-19.4375,1,2,0
1,0,0,1,0,0,23.4375,29,15,1,3,0.5,0,1,13,0,0,1,29,3,5,0,0,6,21,1,0,0,0,5.5625,1,5,0
0,1,0,1,0,0,23.4375,30,15,1,3,0.5,0,1,14,1,1,1,29,29,25,0,1,7,33,1,0.16666666666666666,0.9666666666666667,1,6.5625,0,5,0
1,1,0,0,0,0,23.4375,30,30,0,2,1,0,1,14,1,1,1,29,29,29,0,1,7,31,1,0.9666666666666667,0.9666666666666667,0,6.5625,1,5,0
1,1,0,0,0,0,23.4375,21,15,0.3333333333333333,3,0.5,0,1,14,1,1,0,20,21,10,0,0,6,35,1,0.9666666666666667,0,0,-2.4375,1,2,0
1,1,0,1,0,0,23.4375,9,7,0.5,1,0.23333333333333334,0,1,14,1,0,0,8,13,20,1,1,6,29,1,0.9666666666666667,0.16666666666666666,0,-14.4375,0,3,0
1,1,1,1,0,0,23.4375,12,5,0.03333333333333333,2,0.16666666666666666,0,1,14,1,1,1,11,12,18,0,1,6,23,1,0,0.9666666666666667,0,-11.4375,0,2,0
1,1,0,1,0,0,23.4375,4,15,0.5,3,0.5,0,1,14,1,1,1,3,3,3,0,1,6,26,1,0.16666666666666666,0.9666666666666667,1,-19.4375,1,2,0
1,1,0,1,0,0,23.4375,26,30,0.3333333333333333,1,1,0,1,14,1,1,0,25,29,29,1,1,6,28,1,0,0,0,2.5625,0,4,0
1,1,0,1,0,0,23.4375,11,15,0.3333333333333333,2,0.5,0,1,14,1,1,0,10,12,13,0,1,7,33,1,0.9666666666666667,0.9666666666666667,1,-12.4375,1,4,0
1,1,0,1,0,0,23.333333333333332,19,20,0.3333333333333333,4,0.6666666666666666,0,1,14,1,1,1,18,16,29,0,0,5,21,1,0.8333333333333334,0.9666666666666667,1,-4.333333333333332,1,3,0
1,1,0,1,0,1,23.333333333333332,11,10,0.5,1,0.3333333333333333,0,1,14,1,1,1,10,15,17,1,1,6,23,1,0.9666666666666667,0.9666666666666667,1,-12.333333333333332,0,2,1
1,1,0,0,0,0,23.333333333333332,14,5,0.16666666666666666,0,0.16666666666666666,0,1,14,1,1,1,13,20,14,0,1,6,20,1,0.9666666666666667,0.16666666666666666,0,-9.333333333333332,0,4,0
1,1,0,1,0,0,23.333333333333332,6,15,0.6666666666666666,2,0.5,0,1,14,1,1,1,5,14,29,1,1,6,23,1,0.9666666666666667,0.3333333333333333,0,-17.333333333333332,1,2,0
1,1,0,0,0,0,23.333333333333332,26,25,0.26666666666666666,0,0.8333333333333334,0,1,14,1,1,0,25,29,6,0,0,6,27,1,0.9666666666666667,0,1,2.666666666666668,1,5,0
1,1,0,1,0,0,23.333333333333332,14,15,0.16666666666666666,0,0.5,0,1,14,1,1,1,13,18,5,1,0,6,19,1,0.16666666666666666,0.9666666666666667,0,-9.333333333333332,1,3,0
1,0,0,1,0,0,23.333333333333332,15,10,0.5,3,0.3333333333333333,0,1,14,1,0,0,14,21,13,1,1,6,29,1,0.16666666666666666,0,1,-8.333333333333332,0,3,0
1,1,0,1,0,0,23.333333333333332,16,15,0.8666666666666667,4,0.5,0,1,14,1,1,0,15,15,15,1,1,7,30,1,0.9666666666666667,0.3333333333333333,1,-7.333333333333332,0,3,0
1,1,0,1,0,0,23.333333333333332,7,30,0.8333333333333334,3,1,0,1,14,1,1,1,6,27,29,1,1,7,30,1,0.9666666666666667,0.9666666666666667,1,-16.333333333333332,1,2,0
1,1,0,0,0,0,23.333333333333332,29,NA,NA,1,NA,0,0,14,1,1,0,28,27,28,1,1,6,25,1,0.9666666666666667,0.16666666666666666,0,5.666666666666668,1,3,0
0,1,0,1,0,0,23.333333333333332,11,15,0.2,0,0.5,0,1,14,1,1,0,10,16,10,0,1,7,28,1,0.9666666666666667,0.5,0,-12.333333333333332,0,4,0
1,1,0,1,0,1,23.333333333333332,8,25,0.6666666666666666,3,0.8333333333333334,0,1,15,1,1,1,7,5,8,1,1,3,29,1,0.5,0.16666666666666666,0,-15.333333333333332,1,2,1
1,0,0,0,0,0,23.333333333333332,16,10,0.5,2,0.3333333333333333,0,1,15,1,1,1,15,4,19,1,1,7,27,1,0,0,0,-7.333333333333332,0,3,0
1,1,0,1,0,0,23.333333333333332,6,1,0.13333333333333333,2,0.03333333333333333,0,1,15,1,1,1,5,8,6,1,1,5,33,1,0.16666666666666666,0.9666666666666667,0,-17.333333333333332,0,2,0
1,1,0,0,0,0,23.333333333333332,8,2,0.06666666666666667,3,0.06666666666666667,0,1,15,1,1,0,7,9,10,1,0,8,22,1,0.6666666666666666,0.9666666666666667,0,-15.333333333333332,0,2,0
1,1,0,1,0,0,23.333333333333332,17,15,1,4,0.5,0,1,15,0,1,1,17,24,15,0,1,6,23,1,0.3333333333333333,0.3333333333333333,1,-6.333333333333332,0,4,0
1,1,0,1,0,0,23.333333333333332,13,5,0.03333333333333333,2,0.16666666666666666,0,1,15,1,1,1,12,10,10,0,1,6,32,1,0.16666666666666666,0.9666666666666667,0,-10.333333333333332,0,2,0
1,1,1,1,0,0,23.333333333333332,12,11,0.4666666666666667,3,0.36666666666666664,0,1,15,1,1,0,11,13,19,0,1,5,32,1,0.8333333333333334,0,0,-11.333333333333332,1,4,0
1,0,0,1,0,0,23.333333333333332,12,10,0.3333333333333333,1,0.3333333333333333,0,1,15,1,1,0,11,14,9,1,1,6,25,1,0.3333333333333333,0.6666666666666666,1,-11.333333333333332,1,4,0
0,1,0,1,0,0,23.333333333333332,13,5,0.3333333333333333,2,0.16666666666666666,0,1,15,1,1,1,12,14,6,0,1,6,20,1,0.8333333333333334,0.6666666666666666,1,-10.333333333333332,1,3,0
1,1,0,1,0,0,23.333333333333332,15,13,0.16666666666666666,1,0.43333333333333335,0,1,15,1,1,1,14,27,24,0,1,3,27,1,0.3333333333333333,0.16666666666666666,0,-8.333333333333332,0,1,0
1,1,0,1,0,0,23.333333333333332,24,5,0.3333333333333333,0,0.16666666666666666,0,1,15,0,1,1,24,24,24,0,1,6,21,1,0.8333333333333334,0.8333333333333334,0,0.6666666666666679,1,5,0
1,0,0,1,0,0,23.333333333333332,10,10,0.5333333333333333,1,0.3333333333333333,0,1,15,1,0,0,9,29,11,1,1,6,24,1,0.3333333333333333,0,0,-13.333333333333332,1,2,0
1,1,0,1,0,0,23.333333333333332,30,15,0.6666666666666666,2,0.5,0,1,15,1,1,1,29,27,16,1,1,5,23,1,0.16666666666666666,0.9666666666666667,0,6.666666666666668,1,5,0
1,0,0,1,0,1,23.333333333333332,23,0,0.06666666666666667,2,0,0,1,15,1,1,1,22,22,22,1,1,7,27,1,0,0,0,-0.33333333333333215,0,3,1
1,1,0,1,0,0,23.333333333333332,6,1,0.3333333333333333,4,0.03333333333333333,0,1,15,1,1,1,5,3,6,1,1,3,21,1,0.8333333333333334,0.5,1,-17.333333333333332,0,5,0
1,1,0,0,0,0,23.333333333333332,30,16,0.7666666666666667,5,0.5333333333333333,0,1,15,1,1,1,29,20,19,1,1,7,31,1,0.5,0.6666666666666666,0,6.666666666666668,1,2,0
1,1,0,1,0,0,25.384615384615383,20,15,0.6666666666666666,5,0.5,0,1,15,1,1,1,19,29,23,1,1,6,35,1,0,0.8333333333333334,1,-5.384615384615383,1,3,0
1,1,0,1,0,0,25.384615384615383,25,20,0.43333333333333335,4,0.6666666666666666,0,1,15,1,1,1,24,24,23,1,1,6,28,1,0.8333333333333334,0.16666666666666666,1,-0.38461538461538325,1,5,0
1,1,0,1,0,0,25.384615384615383,10,5,0.3333333333333333,1,0.16666666666666666,0,1,15,0,1,1,10,19,10,0,1,5,25,1,0.16666666666666666,0.9666666666666667,1,-15.384615384615383,1,2,0
0,1,0,1,0,0,25.384615384615383,29,10,0.5,1,0.3333333333333333,0,1,15,0,1,1,29,29,29,0,1,3,20,1,0.6666666666666666,0.16666666666666666,1,3.6153846153846168,1,5,0
0,1,0,1,0,0,25.384615384615383,30,15,0.3333333333333333,0,0.5,0,1,16,1,0,1,29,12,11,1,0,7,34,1,0,0,0,4.615384615384617,0,5,0
1,1,0,1,0,1,25.384615384615383,30,20,0.5,2,0.6666666666666666,0,1,16,1,1,1,29,29,29,1,1,5,22,1,0.16666666666666666,0.16666666666666666,0,4.615384615384617,1,5,1
1,1,0,0,0,0,25.384615384615383,21,14,0.3333333333333333,3,0.4666666666666667,0,1,16,1,1,1,20,27,20,0,1,6,33,1,0.9666666666666667,0.9666666666666667,0,-4.384615384615383,1,3,0
1,1,0,1,0,0,25.384615384615383,24,10,0.3333333333333333,4,0.3333333333333333,0,1,16,1,1,0,23,29,6,0,1,6,28,1,0.9666666666666667,0.9666666666666667,0,-1.3846153846153832,1,4,0
1,1,0,0,0,0,25.384615384615383,6,15,0.6,2,0.5,0,1,16,1,1,0,5,12,5,1,1,5,31,1,0,0,0,-19.384615384615383,1,2,0
1,1,0,1,0,0,25.384615384615383,6,8,0.3333333333333333,2,0.26666666666666666,0,1,16,0,1,1,6,6,7,1,1,7,30,1,0.16666666666666666,0.16666666666666666,0,-19.384615384615383,0,2,0
1,1,0,1,0,0,25.384615384615383,6,26,0.5,2,0.8666666666666667,0,1,16,0,0,1,6,6,10,0,1,6,28,1,0,0.9666666666666667,0,-19.384615384615383,1,2,0
0,1,0,1,0,0,25.384615384615383,10,5,0,2,0.16666666666666666,0,1,16,0,1,0,10,10,0,0,1,7,35,1,0,0,0,-15.384615384615383,1,4,0
1,1,1,1,0,0,25.384615384615383,7,10,0.5,0,0.3333333333333333,0,1,16,1,1,1,6,6,6,0,1,5,26,1,0.16666666666666666,0.16666666666666666,0,-18.384615384615383,1,2,0
1,1,0,0,0,0,25.384615384615383,8,6,0.03333333333333333,11,0.2,0,1,16,1,1,0,7,6,6,0,1,7,33,1,0.9666666666666667,0.9666666666666667,0,-17.384615384615383,0,3,0
1,1,0,0,0,0,25.384615384615383,30,10,0.5,1,0.3333333333333333,0,1,16,1,1,1,29,21,23,0,1,7,30,1,0.3333333333333333,0.3333333333333333,0,4.615384615384617,0,5,0
1,1,0,0,0,0,25.384615384615383,30,20,0.6333333333333333,2,0.6666666666666666,0,1,16,1,1,1,29,24,23,1,1,6,25,1,0.9666666666666667,0.9666666666666667,0,4.615384615384617,1,5,0
1,1,0,0,0,0,25.384615384615383,10,25,0.4666666666666667,3,0.8333333333333334,0,1,16,0,1,0,10,10,10,1,1,6,27,1,0,0.9666666666666667,0,-15.384615384615383,1,3,0
1,1,0,1,0,0,25.384615384615383,24,20,0.03333333333333333,2,0.6666666666666666,0,1,16,1,1,0,23,12,16,0,0,7,34,1,0,0,0,-1.3846153846153832,0,5,0
1,0,0,1,0,1,25.384615384615383,22,15,0.5666666666666667,2,0.5,0,1,16,1,0,1,21,10,10,1,1,5,21,1,0.16666666666666666,0,0,-3.3846153846153832,1,3,1
1,0,0,0,0,0,25.384615384615383,16,7,0.4,3,0.23333333333333334,0,1,16,1,1,0,15,17,16,0,0,6,34,1,0.16666666666666666,0.3333333333333333,0,-9.384615384615383,0,3,0
